word,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,cmv_concrete,cmv_valence,cmv_arousal,cmv_dominance
condonable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
conscionable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
determinativeness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
discriminatively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
distractedly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
dubiousness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
eternalize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
headily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
honorability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
humorlessness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
impassiveness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
imploringly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
impureness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
inconceivably,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
indeterminable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
invocative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
life assurance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
literalism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
nonproprietary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
receptiveness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
remarkableness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
tactlessness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
uncorrupting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
underrepresented,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
underspecified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
unjustness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
venerability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,5.063900388098289,4.21066551674573,5.184823199655046
ambiguously,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
arbitrariness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
ashamedly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
blamefulness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
capableness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
clearheadedly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
cosmopolitanism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
creationistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
disconcertingly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
distractive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
dynastically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
expressivity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
externalism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
forbiddingness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
free will,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
futileness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
grimness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
hyperinflationary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
ill will,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
immaterialism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
impartibility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
inappreciably,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
indistinctness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
invariantly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
irrationalize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
legendry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
nonassertive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
nondiscrimination,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
nonmaterial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
nonmathematical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
patronizingly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
prepossession,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
transcendentally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
undecidedly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
unforgotten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
uninventive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
unknowingness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
unrecalled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
unreserved,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
unrevoked,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
vengefully,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
wholeheartedness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.063900388098289,4.21066551674573,5.184823199655046
circumspectness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
doubtlessness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
eugenic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
fundamentality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
good natured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
immortalization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
in demand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
ineligibly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
influentially,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
mortifyingly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
nondiscretionary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
originative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
permissively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
revelatory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
thanklessness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
undiscerning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
undreamt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
ungratefully,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
unwholesomeness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
zen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,5.063900388098289,4.21066551674573,5.184823199655046
abstractedly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
adeptly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
advisably,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
ambiguousness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
antiheroic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
applicably,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
ascertainably,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
associational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
changeably,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
comparableness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
condemningly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
correlatively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
defendable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
demonical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
desirably,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
detrimentally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
disbelievingly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
dispiriting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
disreputably,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
electiveness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
emotionalize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
enduringly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
excusably,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
gainfulness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
high time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
idolism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
imperialistically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
imperially,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
inarticulately,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
inartificiality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
incoercible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
indisputability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
inexplicability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
infallibly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
inoffensiveness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
intangibly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
invulnerableness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
irreplaceably,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
logicalness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
muddleheaded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
offhandedness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
openheartedness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
persuadable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
pervasively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
preconceive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
reprehensively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
representatively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
repressively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
satirically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
sensualistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
shamefulness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
tentativeness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
terribleness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
transitiveness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
tremendousness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
trustless,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
unfeelingly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
unflatteringly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
unintuitive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
unmindful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
unobjectionable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
verbalism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,5.063900388098289,4.21066551674573,5.184823199655046
faithlessly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,5.063900388098289,4.21066551674573,5.184823199655046
typicality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,5.063900388098289,4.21066551674573,5.184823199655046
adjectivally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
adolescently,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
averseness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
collectivism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
contingently,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
correlativity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
corruptibleness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
credibleness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
cumulativeness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
dearness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
depressively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
derisively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
detestably,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
disallowable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
disconcertedly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
discouragingly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
dispiritingly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
egotistically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
enigmatically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
ethnologically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
fancifulness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
fathomable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
genealogically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
hardheadedness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
hyperconsciousness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
idealness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
imperviously,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
indicatively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
irrepressibleness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
irreversibleness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
misguidedly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
objectivist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
ponderously,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
practicably,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
properness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
prudishness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,5.063900388098289,4.21066551674573,5.184823199655046
